open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,source
2021-01-01 20:00:00,725.34,730.71,722.5,729.48,22422.29118,2021-01-01 20:59:59.999,16308761.6073057,16358.0,11908.10461,8663259.6611729,binance
2021-01-01 21:00:00,729.48,730.61,726.69,728.23,14582.15316,2021-01-01 21:59:59.999,10627095.6000123,10537.0,7484.03192,5454580.5253864005,binance
2021-01-01 22:00:00,728.23,731.97,725.65,728.9,14614.20353,2021-01-01 22:59:59.999,10652530.273984,12435.0,7047.86828,5137177.0008043,binance
2021-01-01 23:00:00,728.97,730.58,727.65,728.91,14058.19051,2021-01-01 23:59:59.999,10249389.4576508,8856.0,6834.2017,4983003.6892018,binance
2021-01-02 00:00:00,728.91,730.66,716.26,719.9,46190.17553,2021-01-02 00:59:59.999,33359504.1451891,28029.0,23679.8435,17108836.0168826,binance
2021-01-02 01:00:00,719.9,731.75,714.91,729.38,37985.46001,2021-01-02 01:59:59.999,27507408.3916367,24320.0,20260.905889999998,14682081.3104943,binance
2021-01-02 02:00:00,729.39,734.4,729.05,729.44,21870.2522,2021-01-02 02:59:59.999,16001652.500519799,13551.0,11126.51792,8141055.4148816,binance
2021-01-02 03:00:00,729.45,731.96,728.4,730.39,13138.56186,2021-01-02 03:59:59.999,9595201.6296546,9265.0,6392.76908,4668395.1619394,binance
2021-01-02 04:00:00,730.39,730.67,726.26,729.45,13117.64933,2021-01-02 04:59:59.999,9555414.0479076,9531.0,6253.1684399999995,4554983.636992,binance
2021-01-02 05:00:00,729.45,733.4,729.22,731.99,19342.91315,2021-01-02 05:59:59.999,14151384.0382694,11683.0,9900.66983,7243827.1559902,binance
2021-01-02 06:00:00,731.99,740.49,730.53,737.04,41590.31856,2021-01-02 06:59:59.999,30589103.9985002,21769.0,22929.76902,16871240.8236209,binance
2021-01-02 07:00:00,737.08,738.66,733.07,735.12,23887.39609,2021-01-02 07:59:59.999,17572714.3654719,14900.0,11790.79438,8674254.9979503,binance
2021-01-02 08:00:00,735.12,738.35,728.21,733.84,32631.45363,2021-01-02 08:59:59.999,23913429.6546692,19242.0,16321.75539,11961031.2691887,binance
2021-01-02 09:00:00,733.84,734.64,723.06,725.41,38970.42653,2021-01-02 09:59:59.999,28452759.3525072,21868.0,17695.8805,12919218.6355727,binance
2021-01-02 10:00:00,725.24,733.93,723.01,728.47,34642.76548,2021-01-02 10:59:59.999,25241215.6432782,28773.0,18781.42495,13680298.151137799,binance
2021-01-02 11:00:00,728.55,731.1,727.17,729.7,14020.08545,2021-01-02 11:59:59.999,10224568.2344914,14219.0,6844.81027,4992334.6282263,binance
2021-01-02 12:00:00,729.7,757.0,728.25,752.38,134011.4756,2021-01-02 12:59:59.999,99797231.548666,76200.0,76083.23260999999,56665977.5346926,binance
2021-01-02 13:00:00,752.39,772.8,749.11,770.77,154115.10137,2021-01-02 13:59:59.999,117632404.8519244,81315.0,82140.77041,62696272.904399,binance
2021-01-02 14:00:00,770.77,771.28,753.0,760.94,88376.02018,2021-01-02 14:59:59.999,67209726.9032913,61696.0,42650.00418,32438079.1706666,binance
2021-01-02 15:00:00,760.99,768.99,760.86,768.43,51945.86127,2021-01-02 15:59:59.999,39729575.5874643,29839.0,25961.84055,19854766.3740489,binance
2021-01-02 16:00:00,768.45,782.98,764.5,781.94,145618.23911,2021-01-02 16:59:59.999,112613321.9972672,75204.0,76054.06986999999,58841368.6521877,binance
2021-01-02 17:00:00,781.94,784.66,774.04,778.84,74461.65986,2021-01-02 17:59:59.999,58005209.2280071,37564.0,37485.65234,29198072.9806798,binance
2021-01-02 18:00:00,778.77,784.39,772.0,780.01,57755.77853,2021-01-02 18:59:59.999,44964505.7396804,35455.0,29248.51123,22772151.8362655,binance
2021-01-02 19:00:00,780.0,787.69,776.77,784.79,56561.3149,2021-01-02 19:59:59.999,44330259.1324243,35280.0,27204.91718,21318132.1211753,binance
2021-01-02 20:00:00,784.79,785.48,750.12,756.55,122647.19925,2021-01-02 20:59:59.999,94377493.5497807,75393.0,53605.94972,41265280.6423424,binance
